id_centro_titular,centro_titular
393,UNION DE IGLESIAS CRISTIANAS ADVENTISTAS DEL SEPTIMO DIA ESP
394,"EDUCADORAS INFANTILES, S.L."
395,"FORMULA EDUCATIVA, SDAD. COOP. MADRILEÑA"
396,"SERVICIOS EDUCATIVOS SANCHINARRO, S.L.L."
397,"COLEGIO VALDEFUENTES, S.L."
398,FUND. TIEMPOS MAS NUEVOS y CTROS. ENSEÑANZA EDUC. Y VIDA S.A
399,"COLEGIO PEÑALAR, S.L. UNIPERSONAL"
400,AVANTIS SOCIEDAD COOPERATIVA MADRILEÑA
401,"EL CATON, SDAD. COOP. MADRILEÑA"
402,ASOCIACION PARA DISCAPACITADOS VIRGEN DE NURIA-APSURIA
403,INSTITUTO SECULAR CRUZADA EVANGÉLICA
404,"COOPERATIVA DE ENSEÑANZA JOSE RAMON OTERO,SOC COOP MADRILEÑA"
405,SERVICIOS EDUCATIVOS LAS TABLAS S.L. UNIPERSONAL
406,"GREDOS SAN DIEGO, SOCIEDAD COOPERATIVA MADRILEÑA"
407,"EDUCACION ACTIVA COMPLUTENSE, SOCIEDAD COOPERATIVA MADRILEÑA"
408,GREDOS SOCIEDAD COOPERATIVA MADRILEÑA
409,"COLEGIO PEÑALVENTO, S.L."
410,"EDUCANDO EN LA CREATIVIDAD, S.L."
411,"ESCUELA LOS TILOS, S.L."
412,"FOMENTO DE CENTROS DE ENSEÑANZA DE MADRID, S.A."
413,"HELADE, SOCIEDAD COOPERATIVA MADRILEÑA"
414,"GUADIELA, SOCIEDAD COOPERATIVA MADRILEÑA"
415,"ARULA, S. COOP. MAD."
416,"COLEGIO SAN JAIME, S.L."
417,"SOLUCIONES EDUCATIVAS INTEGRALES NTRA. SRA. CONCEPCION, S.A."
418,"ESPACIOS EDUCATIVOS, SOCIEDAD COOPERATIVA MADRILEÑA"
419,"LITTERATOR, SOCIEDAD COOPERATIVA"
420,ASOCIACION DE COOPERACION Y APOYO SOCIAL DE LA INTEGRACION
421,FUNDACION NUMEN
422,ASOCIACION PRO PERSONAS CON DEFICIENCIA MENTAL DE ARGANDA
423,"CENTRO EDUCATIVO ABACO, S.L. (UNIPERSONAL)"
424,"COLEGIO EDITH STEIN, S.L."
425,"COLEGIO VILLAMADRID, SOCIEDAD COOPERATIVA MADRILEÑA"
426,INSTITUTO HISPANOAMERICANO DE LA PALABRA SDAD COOP MADRILEÑA
427,"FUNDACION IRUARITZ LEZAMA y COLEGIO ABANTOS, S.L."
428,"ORDEN DE SAN AGUSTIN,PROVINCIA DEL SANTISIMO NOMBRE DE JESUS"
429,"LAS HACHAZUELAS, SOCIEDAD COOPERATIVA MADRILEÑA"
430,"COLEGIO NOVA HISPALIS, SOCIEDAD COOPERATIVA MADRILEÑA"
431,FUNDACIÓN CISEN (CENTRO DE INTEGRACIÓN SENSORIAL)
432,UTE G.E. ESCUELAS URBANAS - G.E. ESCUELA DE OCIO
433,"NOBELIS, SOCIEDAD COOPERATIVA MADRILEÑA"
434,FUNDACION AENILCE
435,"COLEGIO TORREVILANO, S.L. UNIPERSONAL"
436,"COLEGIO MONTESCLAROS, S.L. UNIPERSONAL"
437,"JUPASE ESCOLAR, S.L. UNIPERSONAL"
438,FUNDACIÓN COLEGIO ALBORADA
439,"COLEGIO ANTAMIRA, S.L."
440,"SOLUCIONES EDUCATIVAS INTEGRALES ARGANDA, S.L."
441,"TRINITY COLLEGE SAN SEBASTIAN DE LOS REYES, S.L."
442,AS.LIBRE EDUC.PERSONALIZADA Y HUMANA TRNOS.ESPECTRO AUTISTA
443,FUNDACION SINDROME DE DOWN DE MADRID
444,FUNDACION UNIVERSITARIA SAN PABLO CEU
445,"COLEGIO ESTUDIANTES LAS TABLAS, S.L."
446,"AQUILA, SOCIEDAD COOPERATIVA MADRILEÑA"
447,"ANTAVILLA SCHOOL, S.L."
448,ASOC. LAS NAVES-CENTRO DE FORM. Y ATENCIÓN SOCIOEDUCATIVA
449,HERMANAS DE LA CARIDAD E INSTRUCCION CRISTIANA DE NEVERS
450,"ESCUELA PARA EL FUTURO, S.A."
451,PROY. ED. SIERRA NORTE S.A./ HUMANITAS BILINGUAL SCHOOL S.L.
452,"COLEGIO VEGASUR, SOCIEDAD COOPERATIVA MADRILEÑA"
453,"COLEGIO CHESTERTON MECO, S.L."
454,FUNDACIÓN ARENALES
455,"PROY.EDUC.SOTO HENARES,S.A., HUMANITAS BIL.SCH.TORREJON, S.L"
456,FUNDACIÓN DIDASKALOS
457,FUNDACION APRENDER
458,"COLEGIO PASTEUR ARROYOMOLINOS, S.L. UNIPERSONAL"
459,"EDUCAHUMANES, S.A."
460,"ANTANES SCHOOL, S.L."
461,"CENTRO DE ESTUDIOS SUPERIORES FUENCARRAL, S.L."
462,FUNDACION CENTRO ESPAÑOL DE SOLIDARIDAD
463,"HM HOSPITALES 1989, S.A."
464,"COLEGIO JUAN PABLO II PARLA,  S.L."
465,FUNDACIÓN TERTIO MILLENNIO
466,ASOCIACION CULTURAL NORTE JOVEN
467,COLEGIOS MINERVA S.L.
468,"LICEO EUROPEO, S.L."
469,INSTITUTO  BIENAVENTURADA VIRGEN MARIA
470,ASOCIACION DEL COLEGIO SUIZO DE MADRID
471,"COLEGIO VIRGEN DEL PUERTO, S.L."
472,"ESCUELA INFANTIL ARCO IRIS ABASTOS, S.L."
473,"COLEGIO VIRGEN DE EUROPA, S.L."
474,"TRINITY COLLEGE GROUP OF SPAIN, S.L."
475,"COLEGIO INTERNACIONAL COE, S.A."
476,"MONTFORT INTERNATIONAL SCHOOL, S.L."
477,FRANCISCO MAYO BAEZA
478,"FOMENTO DE ENSEÑANZA MEDIA, S.A."
479,"EIPA EDUCACION, S.L."
480,"COGNITA HASTINGS HOLDING, S.L. UNIPERSONAL"
481,"EL OSITO GESTIÓN DE SERVICIOS EDUCATIVOS, S.L."
482,"COLEGIOS RAMON Y CAJAL, S.L."
483,"ESCUELA IINFANTIL REINA DE LOS ANGELES, S.L. UNIPERSONAL"
484,"ALAMOS DEL ARDAL, S.L."
485,ARTURO SORIA SDAD.COOP.DE ENSEÑANZA
486,"CENTRO DE EDUCACION PERSONALIZADA (C.E.P.), S.L."
487,"COVILU INVESTIGACIONES PEDAGOGICAS, S.L."
488,"COLEGIO FEM, S. L."
489,BRITISH COUNCIL EN ESPAÑA (CONSEJO BRITANICO)
490,"JARDIN KINDERLAND, S.L."
491,"MARIN AMAT, S.L."
492,FOMENTO DE CENTROS DE ENSEÑANZA S.A.
493,PATRONATO DE HUERFANOS DE LA ARMADA
494,"COLEGIO NTRA.SRA.SANTA MARIA, S.L."
495,ASOCIACION COLEGIO ALEMAN DE MADRID
496,"INSDE, S.L."
497,ESTUDIOS GENERALES S.A.
498,"EDUCACION EN VALORES, S.L."
499,COLEGIO SANTA MARIA DEL CAMINO S.L. UNIPERSONAL
500,"ARGENTINA MARTINEZ RODRIGUEZ, MANUEL RODRIGUEZ CARNERO"
501,RELIGIOSAS DE LA UNION CRISTIANA DE SAINT CHAUMOND
502,PARQUE CONDE DE ORGAZ S.L.
503,PEDRO PINEDO CANTON
504,"ACADEMIA DIAZ BALAGUER,S.L."
505,"INSTITUTO VOX, S.L. UNIPERSONAL"
506,FUNDACION ESTUDIO
507,"ARGOLIDA,S.A."
508,FRANCISCO ROCAMORA JARA
509,"COLEGIO BRISTOL, S.A."
510,RELIGIOSAS DE LA COMPAÑÍA EL SALVADOR
511,ELMARMAREL ESCUELAS S.L.
512,MERCEDES FUENTES AFUERA
513,"COLEGIO GUZMAN EL BUENO, S.L."
514,"GENERAL DE DOCENCIA Y ENSEÑANZA, S.A."
515,ESTADO FRANCES
516,"ACTIV. CULT. CENTRO ENSEÑANZA ESTUDIO LAS NACIONES, S.L.UNIP"
517,MARIA ISABEL HIDALGO CASTRO - CARMEN OLIVA MARTIN
518,MARIA ISABEL LASO GIMENEZ
519,ASESORIA DIDACTICA S.A.
520,OBRA BENEFICA SAN LUIS DE LOS FRANCESES
521,CONGREGACION DE LOS LEGIONARIOS DE CRISTO
522,ANGEL LLORENTE GUTIERREZ
523,INVESTIGACION Y SERVICIOS EDUCATIVOS LOGOS S.A.
524,PADRES BENEDICTINOS
525,"SEK- CIUDALCAMPO S.L., SOCIEDAD UNIPERSONAL"
526,ASOCIACION PRO-HUERFANOS GUARDIA CIVIL
527,"SEK EL CASTILLO, S.L."
528,"CORPORACION DE RADIO Y TELEVISION ESPAÑOLA, S.A."
529,"PROMOCION DE JARDINES DE INFANCIA, S.A."
530,"COLEGIO JOYFE, S.L.U."
531,"CENTRO ESCOLAR AMANECER, S.L."
532,KENSINGTON SCHOOL S.A.
533,MM. AGUSTINAS DEL BEATO OROZCO
534,GUADALUPE ABRIL HUERTAS
535,"ESTRELLA AMDAL, S.L."
536,PATRONATO HUERFANOS DEL EJECITO DEL AIRE N.SRA.DE LORETO
537,DIOCESIS DE GETAFE
538,"COLEGIO ARCÁNGEL RAFAEL, S.L."
539,"KING'S COLLEGE, S.A."
540,"COLEGIO LOS PEÑASCALES, SDAD.COOP.LDA."
541,ASOCIACION DEL COLEGIO ESCANDINAVO
542,ASOCIACION COLEGIO HOF DER LAGE LANDEN
543,"NUMONT SCHOOL, S.L."
544,ASOCIACION CULTURAL SAINT EXUPERY
545,MISSION LAIQUE FRANCAISE
546,ASOCIACION DE LA ESC.AMERICANA DE MADRID
547,THE ENGLISH MONTESSORI SCHOOL S.A.
548,COLEGIO INTERNACIONAL DE MADRID S.L.
549,ESTADO ITALIANO
550,"EDUCATIONAL INVESTMENT, S.L."
551,"ESCUELA INFANTIL ARLEQUIN, S.L."
552,LUIS A.LOSADA ANDRES Y JULIO GARCIA GONZALEZ
553,"CENTROS DOCENTES, S.A."
554,ASOCIACION ESCUELA LIBRE MICAEL
555,"COLEGIO BASE, S.L."
556,EMBAJADA DEL JAPON EN ESPAÑA
557,EMBAJADA LIBIA
558,"ORGANIZACION PROFESIONAL ESPAÑOLA, S.A."
559,"COLEGIO LEGAMAR, S.L."
560,"WILLOUGHBY COLLEGE, S.A."
561,"EDUCACION Y PROGRESO, S.A."
562,"JARDINES DE INFANCIA TORREJON, S.A."
563,PALOMA GONZALEZ GONZALEZ
564,RUBEN DEL RIO DE MIGUEL
565,RELIGIOSAS HERMANAS COMPAÑÍA DEL SALVADOR
566,"COLEGIO 67, S.L. UNIPERSONAL"
567,"MIRABAL SCHOOL, S. L."
568,IMARIA ANGELES HERREROS SERRANO
569,NURIA LOBETO GONZALEZ
570,ASOCIACION ALANDA (APOYO A LIMIT ADULTOS Y NIÑOS DISC ASOC)
571,ERNESTO ZAMORANO ROMAN
572,"INTERNATIONAL COLLEGE SPAIN, S.A."
573,NATALIA DO CAMPO REDONDO
574,ANA MARIA ARANDA DONOSO
575,"COVILU INVESTIGACIONES PEDAGOGICAS, S. L."
576,"PRACTIVOX, S.L."
577,"ESCUELA INFANTIL MARIA, S. L."
578,"LOS PITUFOS DE BEGALDE 2004, S.L."
579,THE BRITISH COUNCIL SCHOOL
580,"INSIDE, S.L."
581,"EUROLENGUAS, S.A."
582,"MIRABAL SCHOOL, S.L."
583,ALFREDO GONZALEZ PONT
584,"ADELLIS, S.A.(3-9-90 BOE 20-9-90)"
585,"ESCUELA INFANTIL EDUKA, S.A.L."
586,JUAN JOSE MARCHANTE SERRA
587,LUIS ESTRELLA CARMONA
588,SIGFREDO DIAZ ALVAREZ
589,MARIA LUISA RODRIGUEZ MORENO
590,KATARINA GURSKA
591,"ACADEMIA AYENSA, S.L."
592,"VIRGEN DEL PARQUE, S.L."
593,FUNDACION DOLORES SOPEÑA
594,"AQUINAS INTERNATIONAL SCHOOL, S.L."
595,"ESCUELA TECNICA DE ENSEÑANZAS ESPECIALIZADAS, S.A."
596,"UNIVERSIDAD DE TECNOLOGIA Y EMPRESA, S.A."
597,CARMEN RUIZ MARTINEZ
598,"DEHESA DEL PRINCIPE, SDAD. LTDA."
599,"LABORDOC, S.L. Unipersonal"
600,"COLEGIO BRAINS, S.L."
601,"THE ENGLISH MONTESSORI SCHOOL, S.A."
602,TAMAJ SDAD.COOP.
603,DOLORES AGUILA RUIZ
604,"ARETEIA, S.A."
605,KING'S COLLEGE S.A.
606,"COLEGIO VILLA DE GRIÑON, S.A."
607,PARROQUIA CRUCIFIXION DEL SEÑOR
608,"BARRA DOBLE, S.L."
609,"PAIDOPOLIS, S.A."
610,"COLEGIO RAMON Y CAJAL, S.L."
611,"C.E.C.B.A.F. KHALIL GIBRAN, S.L."
612,PEQUEÑO PRINCIPE SOC.COOP.LTDA.
613,DELPHOS-COFA S.L.
614,ASOCIACION NACIONAL PRESENCIA GITANA
615,"POMME D'API, S.L."
616,EVA GONZALEZ BARTOLOME
617,"COLEGIO EUROPEO DE MADRID, S.L."
618,ASOCIACION SCUOLA MATERNA ITALIANA DI MADRID
619,HIJAS DE SANTA MARIA DEL CORAZON DE JESUS
620,ASOCIACION PADRES DE NIÑOS CIEGOS (A.P.N.I.C.)
621,OBRA SAINT LOUIS DES FRANÇAIS
622,"CENTRO EUROPEO DE ESTUDIOS PROFESIONALES,S.L."
623,ASOCIACION FEDA MADRID
624,"ACTIVIDADES INFANTILES, S.L."
625,"EL PUNTAL, FORMACION Y TECNICAS ASISTENCIALES,S.L"
626,ISIDORA MOYA FERNANDEZ
627,MONTESSORI SCHOOL EL ENEBRAL S.L.
628,ESTUDIOS FINANCIEROS VIRIATO S.A.
629,JESUS MARIA CAMPOS CONCHA
630,"C.REHABILITAC.D.PLAZA,MEDICO PSICOPEDAG.S.A."
631,LEONIDES CORTE HEREDERO
632,EMBAJADA DE LA REPUBLICA DE IRAK
633,"KOALA BEAR, S.L."
634,CENTROS ESCOLARES BALDER S.L.
635,MONTEBAL EDUCADORES S.L.
636,"CESO, S.A."
637,"EPISTEME GALAPAGAR, S.L."
638,CAMARA OFICIAL DE COMERCIO E INDUSTRIA DE MADRID
639,"MISIONERAS DE JESUS,MARIA Y JOSE"
640,"LABORDOC, S.L. UNIPERSONAL"
641,DOMINGO GUIJORRO CARRASCO
642,MARIA DEL CARMEN IGEA RASUEROS
643,IGNACIO HAZAS VIAMONTE
644,"CENTRO PARA EL DESARROLLO INTEGRAL DEL NIÑO,S.L."
645,"CENTROS DE EDUCACION INFANTIL EL ARRULLO, S.L."
646,"SOCIEDAD UNIPERSONAL ESCUELA SUPERIOR DE FORMACION, S.L."
647,"MENAGAR, S.L."
648,ELLALUNA SOCIEDAD COOPERATIVA MADRILEÑA DE ENSEÑANZA. S.COOP
649,EULALIA PAREDES SANTE
650,"EL TREN DE LOS NIÑOS, S.L."
651,"ST. ANNE'S SCHOOL, S.A."
652,"CEIN TRASGOS, S.L."
653,"CHIQUITINES EN ACCION, S.L."
654,ANTONIO NAVAS SANZ
655,"EDUCRIS PROYECT, S.L. UNIPERSONAL"
656,"NIEBEL, S.L."
657,"DISNAL, S.A."
658,"ABETITOS AND CHILDREN, S.L."
659,"MABEROGAN, S.L."
660,"ASENSIO & BUSTAMANTE, S.L."
661,"RUNNYMEDE COLLEGE, S.A."
662,"ESCUELA DE MUSICA CREATIVA, S.L."
663,"MUSIC BOX LEARNING, S.L."
664,"CENTRO INFANTIL MAMATINA, S.L."
665,"CENTRO DE ESTUDIOS DEL VIDEO, S.A."
666,"SOTO MESA, S.L."
667,IGNACIO Y ALVARO RUIZ-ANDINO ILLERA
668,ELENA LANILLOS MATESANZ
669,FATIMA TERA CARRASCOSA
670,"OPUS CHRISTI, ASOCIACION CULTURAL"
671,MARIA ISABEL PRIETO CAÑAS
672,"DENENES, SOCIEDAD COOPERATIVA MADRILEÑA"
673,"DON PITUFO, S.L."
674,"EDUCACIONALCE, S.L."
675,"ESCUELA INFANTIL EDOA, S.L."
676,FUNDACIONCNSE PARA LA SUPRES.DE LAS BARRERAS DE COMUNICACION
677,"LUISMAPETONGA-PELUCHES, S.L."
678,Mª DEL CARMEN GARCÍA PÉREZ
679,"ESCUELA INFANTIL MAMA QUECA, S.L."
680,"COLEGIO LUYFERIVAS, S.L."
681,SUSANA EDURNE PÉREZ ESTURO
682,"SIERVAS DE LOS POBRES, HIJAS SAGRADO CORAZON DE JESUS"
683,"PROMOCION DE JARDINES DE INFANCIA, S.A. (PROJARDIN,S.A.)"
684,"ELAP EDUCACION, S.L."
685,"COGUARD, S.L."
686,"HERMANAS OVEJERO PUENTE, S.L."
687,"GONZALEZ YARZ, S.L."
688,"EDUCACION GENERAL Y ARTES, S.A."
689,"CLICKTOGAIN C2G, S.L."
690,"TECNICAS INTEGRALES DE EDUCACION Y OCIO, S.L."
691,"CIUDAD INFANTIL MIRABAL, S.A."
692,"JIROMAR EDUCACION, S.L."
693,"ESCUELA INFANTIL PELUCHES, S.L."
694,MARIA DEL CARMEN DIEZ DIEZ
695,BELEN LORIGADOS GONZALO
696,TODO PARA LA INFANCIA. S.L.
697,"EL MARAVILLOSO MUNDO DE LOS  NIÑOS, S.L."
698,"CENTRO INFANTIL GLOBOS, S.L. UNIPERSONAL"
699,"NEMOMARLIN FRANCHISE, S.L."
700,MARIA JOSE ALBERQUILLA TORRES
701,"ESCUELA Y RESIDENCIA INFANTIL PECAS, S.L."
702,"DEGAMARTIN, S.L."
703,"GARABATOS Y OCHO PATOS, S.L."
704,NOEMI ADARBE MARCOS
705,"CULTURAL ESNODA, S.L."
706,"LUDOCENTER, S.L."
707,"MADRID LUNALU, S.L."
708,MARIA ISABEL GOMEZ MORENO
709,MARIA DEL PILAR GONZALEZ HENRIQUEZ
710,MARIA VIVANCO FELIZ Y JULIA SEISDEDOS SANTOS
711,"ALFONSO XIII 30, S.L."
712,ASOCIACION DE PADRES DE ALUMNOS DEL INTA (A.P.A.I.)
713,ASOCIACION PAUTA
714,Mª JOSEFA MARTIN NOVOA
715,EVA MARIA TEMIÑO GONZALEZ
716,"PAIDES, S.L."
717,ESCUELA WALDORF DE ARAVACA
718,MARIA JOSE ESCASO FERNANDEZ
719,"ENSEÑANZA INFANTIL GARABATOS, S.L."
720,MARIA MERCEDES GARCIA GONZALO
721,"LA GATITA CURIOSA, S.L."
722,FUNDAC. PARA INVESTIGACION Y DESARROLLO DE ESTUDIOS (FIDES)
723,"GUARDERIA LAZARO, S.L."
724,PATRICIA BRAVO ESCUDERO
725,PILAR ALBA DE DIEGO
726,"ARCOS JIO,  S.A."
727,ALMUDENA OLIVER PINACHO
728,ROSARIO MOLINA MARTIN
729,JULIA MORENO GONZALEZ
730,MARIA DEL CARMEN PEREZ MATEO
731,"MIRASUR INTERNATIONAL SCHOOL, S.L."
732,"CLEVER CLOGS, S.L."
733,MARIA CARMEN ROCHE RUBIO
734,RICO & CAMACHO. S.L.
735,MARIA LUISA DIAZ ALSINA
736,SUSANA GARCIA SCHÖRDTER
737,"GRIMM INICIATIVA PEDAGOGICA, S.L."
738,Dª VIRGINIA CORROCHANO PEDRAZA
739,"SEK SAN ILDEFONSO, S.L."
740,LAURA GONZALEZ COITO Y PATRICIA GARCIA CARTAGENA
741,"GUARDERIA INFANTIL PRIMEROS PASOS, S.L."
742,"PROACACIAS EDUCACIÓN,  S. L., SDAD. UNIPERSONAL"
743,ANTONIO AYALA GARCIA
744,MAYRA ALEJANDRA ARMAS TAPIA
745,ISABEL CALLEJO PRADOS
746,SARA HERNANDEZ SANCHEZ
747,ADELA MARIA BALLESTER DE GREGORIO
748,LAURA LUCAS AROZAMENA
749,"EL ARCA DE MINELI, S.L."
750,TANIA FERREZ LOPEZ
751,VIRGINIA FERNANDEZ TOMICO
752,"EL PINAR INFANTIL, S.L."
753,"GARABATOS CINCO ESTRELLAS, S.L."
754,"CENTRO INFANTIL BLANCANITOS, S.L."
755,FLORENCIA ROSA RUBIO MERINO
756,ELENA GARCIA SCHÖDTER
757,"ESCUELA INFANTIL ESPIRITU SANTO GUARDERIA DE PRIMER CICLO,SL"
758,SARA CALVO NIETO
759,ELMA LUISA CASAL PEREZ
760,SUSANA Y PALOMA SORIANO MONGE
761,GEMA PEREZ DELGADO
762,MARTA MAESTRE FERNANDEZ
763,"S.DÍAZ, A.F.ALCÓN, M.I.FERNÁNDEZ, C.MENA, P.LÓPEZ, M.J.RICO"
764,"PELANCHA, S.L."
765,MARGARITA FERNANDEZ PINO
766,"S.DIAZ, A.F.ALCON, M.I.FERNANDEZ, C.MENA, P.LOPEZ, M.J.RICO"
767,"EL CHOVO, S.L."
768,ASUNCION GONZALO PRIETO
769,"MINIMOS Y DIMINUTOS ESCUELA INFANTIL, S.L.L."
770,"CENTRO SUPERIOR DE FORMACION EUROPA SUR, S.A."
771,"CISTA COLEGIOS, S.L."
772,"ESCUELA INFANTIL CINCO ESTRELLAS, S.L."
773,ELIA GRECIANO BARRADO
774,"JARDIN DE INFANCIA GEMINIS, S.L."
775,"PEREZ AGUIAR, S.L."
776,"ESCUELA INFANTIL LOS PECES, S.L.L."
777,"EIYAKI, S.L."
778,"CENTRO DE EDUCACION INFANTIL REINA CRISTINA, S.L."
779,INSTITUTO SECULAR DE SCHÖENSTATT HERMANAS DE MARIA
780,SONIA MARÍA CERQUEIRAS TORRADO Y ARÁNZAZU LÓPEZ LÓPEZ
781,"LEGASANFER, S.L."
782,"LAYRA ENSEÑANZA, S.L."
783,"CENTRO DE INFANCIA EL CHALET,  S.L."
784,EMMA GARCIA CIFUENTES
785,JACAR EDUCA S.L..
786,JOSE ANTONIO ARROYO BENITO Y ROCIO PATIÑO PRIETO
787,JOSEFA PILAR RUIZ LIFANTE
788,"ESCUELA INFANTIL COSQUILLAS, S.L."
789,LIS CAROLINA ARZA GONZALEZ
790,SARA TESTILLANO BESNARD
791,"BANANA Y MELÓN, S.L."
792,ADELA LEON COELLO
793,"GUARDERIA LA CASITA VERDE, S.L."
794,OLAYA MATEOS JAVALOYES
795,"HEIDI GARABATOS, S.A."
796,"ASOC. NUESTRA SEÑORA SALUS INFIRMORUM, DIOCESIS DE MADRID"
797,"CHIQUI SANSE, S.L."
798,"LA JIRAFA, S.L."
799,FUNDACION IBEROAMERICANA DE CIENCIAS SOCIALES Y DE LA SALUD
800,ASOCIACION CULTURAL ESCUELA POPULAR DE PROSPERIDAD
801,ANTONIA MORENO MARTINEZ
802,"GHOSTLAND EDUCACION, S.L."
803,SILVIA HERNÁNDEZ MARTÍNEZ
804,"EDUCANDO JUNTOS, S.L."
805,OSCAR DIEZ RODRIGALVAREZ
806,ESPERANZA DE LARA DEL OLMO
807,"BULLIDO Y FLOR, S.L."
808,Mª. CONSUEL0 Y Mª. CRISTINA JIMENEZ HIDALGO
809,"ROSE Y SILVIA, S.L. UNIPERSONAL"
810,"JARDÍN CON ENANITOS, S.L."
